Jerusalem,31.7833,35.2167,Israel
Panama City,9,-79.5,Panama
Lome,6.1319,1.2228,Togo
Libreville,0.3901,9.4544,Gabon
Zagreb,45.8,15.95,Croatia
Dushanbe,38.5731,68.7864,Tajikistan
Lilongwe,-13.9833,33.7833,Malawi
Cotonou,6.4,2.52,Benin
Vientiane,17.9667,102.6,Laos
Colombo,6.9167,79.8333,Sri Lanka
Kigali,-1.9536,30.0606,Rwanda
Pretoria,-25.7464,28.1881,South Africa
Bangui,4.3732,18.5628,Central African Republic
Winnipeg,49.8844,-97.1464,Canada
Quebec City,46.8139,-71.2081,Canada
Riga,56.9475,24.1069,Latvia
Oslo,59.9111,10.7528,Norway
Chisinau,47.0056,28.8575,Moldova
Athens,37.9794,23.7161,Greece
Bujumbura,-3.3825,29.3611,Burundi
Helsinki,60.1756,24.9342,Finland
Skopje,41.9833,21.4333,Macedonia
Kuwait City,29.375,47.98,Kuwait
Kingston,17.9714,-76.7931,Jamaica
Vilnius,54.6833,25.2833,Lithuania
San Salvador,13.6989,-89.1914,El Salvador
Djibouti,11.595,43.1481,Djibouti
Lisbon,38.7452,-9.1604,Portugal
Bareilly,28.364,79.415,India
Quang Ha,16.06,108.25,Vietnam
Kitaku,33.8704,130.82,Japan
Jodhpur,26.2918,73.0168,India
Xingcheng,24.1681,115.6669,China
Dongtai,32.8534,120.3037,China
Joinvile,-26.32,-48.8399,Brazil
Yingcheng,24.1876,113.4042,China
Dnipro,48.45,34.9833,Ukraine
Glasgow,55.8609,-4.2514,United Kingdom
Chiba,35.6,140.1,Japan
Danyang,31.9948,119.575,China
Natal,-6.9838,-60.2699,Brazil
Naples,40.8333,14.25,Italy
Zhaodong,46.0635,125.9773,China
Xibeijie,39.737,98.5049,China
Kirkuk,35.4667,44.4,Iraq
Huilong,31.8131,121.6574,China
Tongjin,37.2361,127.2011,"Korea, South"
Oklahoma City,35.4676,-97.5136,United States
Toulouse,43.6045,1.444,France
Denizli,37.7731,29.0878,Turkey
Dispur,26.15,91.77,India
Coimbatore,11,76.9667,India
Luocheng,22.7645,111.5745,China
Guwahati,26.1667,91.7667,India
Shima,24.4475,117.8118,China
Songnam,37.4386,127.1378,"Korea, South"
Solapur,17.6833,75.9167,India
Tangier,35.7847,-5.8125,Morocco
Anqiu,36.3619,119.1072,China
Feicheng,36.186,116.772,China
Taishan,22.2486,112.785,China
Meishan,34.1736,112.839,China
Kisangani,0.5153,25.1911,Congo (Kinshasa)
Khartoum North,15.6333,32.6333,Sudan
Aguascalientes,21.876,-102.296,Mexico
Marrakech,31.6295,-7.9811,Morocco
Nada,19.5,109.5833,China
Donetsk,48.0089,37.8042,Ukraine
Taihecun,45.768,131.0063,China
Wuchuan,21.4571,110.7659,China
Trujillo,-8.1119,-79.0289,Peru
Cebu City,10.3,123.9,Philippines
Taihe,30.8706,105.3784,China
Olinda,-8,-34.85,Brazil
Bridgeport,41.1918,-73.1953,United States
Trichinopoly,10.8269,78.6928,India
Xin'an,34.3662,118.3369,China
Padang,-0.9556,100.3606,Indonesia
Qingzhou,36.6967,118.4797,China
Buffalo,42.9016,-78.8487,United States
Xinyi,22.3559,110.9369,China
Lichuan,30.2965,108.9378,China
Daye,30.1003,114.9699,China
Fort Worth,32.7811,-97.3473,United States
Zhuanghe,39.6896,122.9664,China
Hartford,41.7661,-72.6834,United States
Ad Dammam,26.4333,50.1,Saudi Arabia
Bucheon,37.4989,126.7831,"Korea, South"
Lhasa,29.65,91.1,China
Homs,34.7333,36.7167,Syria
Jiaozhou,36.2481,119.9625,China
Merida,20.97,-89.62,Mexico
Dengtalu,36.08,114.35,China
Zaria,11.0667,7.7,Nigeria
Hubli,15.36,75.125,India
Abeokuta,7.15,3.35,Nigeria
Tucson,32.1545,-110.8782,United States
Krasnodar,45.0333,38.9833,Russia
Natal,-5.795,-35.2089,Brazil
Novo Hamburgo,-29.7096,-51.14,Brazil
Chihuahua,28.6353,-106.0889,Mexico
Klang,3.0333,101.45,Malaysia
Turin,45.0667,7.7,Italy
Jos,9.9333,8.8833,Nigeria
Laiyang,36.9758,120.7136,China
Jalandhar,31.3256,75.5792,India
Campo Grande,-20.4686,-54.6222,Brazil
Sale,34.05,-6.8167,Morocco
Barinas,8.6333,-70.2167,Venezuela
Marseille,43.2964,5.37,France
Kaifeng Chengguanzhen,34.85,114.35,China
Eskisehir,39.7767,30.5206,Turkey
Gaomi,36.3833,119.75,China
Ipoh,4.6,101.07,Malaysia
Hai'an,32.532,120.4604,China
Liverpool,53.4,-2.9833,United Kingdom
Zamboanga City,6.9167,122.0833,Philippines
Oran,35.6969,-0.6331,Algeria
Southampton,50.9,-1.4,United Kingdom
Weichanglu,37.1792,119.9333,China
Pekanbaru,0.5333,101.45,Indonesia
Portsmouth,50.8058,-1.0872,United Kingdom
Leping,28.9632,117.1203,China
Erbil,36.1911,44.0094,Iraq
Kermanshah,34.3167,47.0686,Iran
Hailun,47.4585,126.9632,China
Yangchun,22.1667,111.7833,China
Macheng,31.1817,115.0189,China
Ilorin,8.5,4.55,Nigeria
Teresina,-5.0949,-42.8042,Brazil
Omaha,41.2627,-96.0522,United States
Yuci,37.6804,112.73,China
Saratov,51.5333,46,Russia
Iguacu,-22.74,-43.47,Brazil
El Paso,31.8479,-106.4309,United States
Denpasar,-8.6667,115.2167,Indonesia
Dehui,44.5323,125.6965,China
Naucalpan de Juarez,19.4753,-99.2378,Mexico
Bhubaneshwar,20.2644,85.8281,India
Tongchuan,34.9057,108.9422,China
Cheongju,36.6372,127.4897,"Korea, South"
Warri,5.5167,5.75,Nigeria
Pointe-Noire,-4.7889,11.8653,Congo (Brazzaville)
Rongjiawan,29.3801,113.1,China
San Luis Potosi,22.1511,-100.9761,Mexico
Butterworth,5.3942,100.3664,Malaysia
Bhayandar,19.3,72.85,India
Renqiu,38.7094,116.1008,China
Toluca,19.2925,-99.6569,Mexico
Honolulu,21.3294,-157.846,United States
Queretaro,20.5875,-100.3928,Mexico
Xindi,29.8182,113.4653,China
Wu'an,36.6941,114.1847,China
Sao Bernardo do Campo,-23.6939,-46.565,Brazil
Hermosillo,29.0989,-110.9542,Mexico
Wutong,30.6326,120.5474,China
Taguig City,14.5167,121.05,Philippines
Saltillo,25.4333,-101,Mexico
Gaoyou,32.7847,119.4432,China
Hejian,38.4451,116.0897,China
Yiyang,26.4103,112.3913,China
Puxi,35.2125,114.735,China
Zijinglu,34.7513,112.9854,China
Xiashi,30.5333,120.6833,China
Trabzon,41.005,39.7225,Turkey
Joao Pessoa,-7.0833,-34.8333,Brazil
Dongyang,29.2785,120.2282,China
McAllen,26.2273,-98.2471,United States
Valencia,39.4667,-0.375,Spain
Qingping,34.538,113.3796,China
Niigata,37.9161,139.0364,Japan
Hamamatsu,34.7167,137.7333,Japan
Morelia,19.7683,-101.1894,Mexico
Pasig City,14.575,121.0833,Philippines
Moradabad,28.8418,78.7568,India
Culiacan,24.8069,-107.3939,Mexico
Xiangxiang,27.7389,112.5223,China
Malang,-7.98,112.62,Indonesia
Xingyi,25.091,104.9011,China
Chaohucun,31.6783,117.7353,China
Fuyang,30.0533,119.9519,China
Antipolo,14.5842,121.1763,Philippines
Nottingham,52.95,-1.15,United Kingdom
Cencheng,22.9297,111.0186,China
Krakow,50.0614,19.9372,Poland
Hempstead,40.6629,-73.6089,United States
Erzurum,39.9097,41.2756,Turkey
Al `Ayn,24.2075,55.7447,United Arab Emirates
Songzi,30.1772,111.7732,China
Laixi,36.8667,120.5333,China
Zhongba,31.7761,104.7406,China
Qingnian,36.8494,115.7061,China
Albuquerque,35.1053,-106.6464,United States
Kaduna,10.5231,7.4403,Nigeria
Tlalnepantla,19.5367,-99.1947,Mexico
Xinhualu,34.3962,113.7249,China
Guangshui,31.6189,113.8229,China
Frankfurt,50.1136,8.6797,Germany
Samarinda,-0.5022,117.1536,Indonesia
Changhua,24.0667,120.5333,Taiwan
Pietermaritzburg,-29.5833,30.4167,South Africa
Hungnam,39.8231,127.6232,"Korea, North"
Kolhapur,16.7,74.2333,India
Ciudad Guayana,8.3596,-62.6517,Venezuela
Cucuta,7.9075,-72.5047,Colombia
Licheng,31.4174,119.4786,China
Thiruvananthapuram,8.5,76.8997,India
Tyumen,57.15,65.5333,Russia
San Cristobal,7.7682,-72.2322,Venezuela
Zaporizhzhia,47.8378,35.1383,Ukraine
Cancun,21.1606,-86.8475,Mexico
Kumamoto,32.8031,130.7078,Japan
Chengguan,35.4599,113.7975,China
Nehe,48.48,124.8738,China
Sokoto,13.0622,5.2339,Nigeria
Birmingham,33.5277,-86.7987,United States
Zunhua,40.1881,117.9593,China
Orumiyeh,37.55,45.1,Iran
Oyo,7.8333,3.9333,Nigeria
Wugang,26.7345,110.6293,China
Shuangqiao,35.0833,112.5833,China
Rennes,48.1147,-1.6794,France
Sizhan,39.0099,106.3694,China
Langzhong,31.5833,105.972,China
Bristol,51.45,-2.5833,United Kingdom
Qian'an,40.0059,118.6973,China
Lviv,49.8419,24.0315,Ukraine
Zouping,36.8625,117.7424,China
Bremen,53.1153,8.7975,Germany
Reynosa,26.0922,-98.2778,Mexico
An Najaf,32.029,44.3396,Iraq
Sagamihara,35.5667,139.3667,Japan
Guli,28.9008,120.0284,China
Sarasota,27.3386,-82.5431,United States
Okayama,34.65,133.9167,Japan
Mississauga,43.6,-79.65,Canada
Lingbao Chengguanzhen,34.5221,110.8786,China
Anlu,31.2575,113.6783,China
Wusong,30.9333,117.7667,China
Dayton,39.7797,-84.1998,United States
Enugu,6.4403,7.4942,Nigeria
George Town,5.4145,100.3292,Malaysia
Jaboatao,-8.1803,-35.0014,Brazil
Santo Andre,-23.6572,-46.5333,Brazil
Xichang,27.8983,102.2706,China
Soledad,10.92,-74.77,Colombia
Chengxiang,31.4515,121.1043,China
Tolyatti,53.5167,49.4167,Russia
Saharanpur,29.964,77.546,India
Warangal,17.9756,79.6011,India
Osasco,-23.5328,-46.7919,Brazil
Dashiqiao,40.6328,122.5021,China
Latakia,35.5236,35.7917,Syria
Rochester,43.168,-77.6162,United States
Fresno,36.7831,-119.7941,United States
Banjarmasin,-3.3333,114.5833,Indonesia
Salem,11.65,78.1667,India
Changsha,22.3762,112.6877,China
Grenoble,45.1715,5.7224,France
Shishi,24.7355,118.6434,China
Guadalupe,25.6775,-100.2597,Mexico
Aracaju,-10.9111,-37.0717,Brazil
Bauchi,10.3158,9.8442,Nigeria
Hamilton,43.2567,-79.8692,Canada
Lodz,51.7769,19.4547,Poland
Miluo Chengguanzhen,28.8049,113.0745,China
Gaizhou,40.4019,122.3499,China
Shizuoka,34.9756,138.3825,Japan
Malegaon,20.55,74.55,India
Karbala',32.6167,44.0333,Iraq
Leling,37.7333,117.2167,China
Sao Jose dos Campos,-23.1789,-45.8869,Brazil
Jianshe,34.2189,113.7693,China
Acapulco de Juarez,16.8636,-99.8825,Mexico
Sheffield,53.3833,-1.4667,United Kingdom
Jingcheng,32.0058,120.2547,China
City of Paranaque,14.4667,121.0167,Philippines
Kochi,9.9667,76.2833,India
Allentown,40.5961,-75.4756,United States
Bahawalpur,29.3956,71.6722,Pakistan
Tasikmalaya,-7.3333,108.2,Indonesia
Macau,22.203,113.545,Macau
Torreon,25.5394,-103.4486,Mexico
Xinmin,41.9952,122.8224,China
Shanhu,29.5908,120.8176,China
Zhongshu,27.8116,106.4133,China
Xigaze,29.2649,88.8799,China
Gold Coast,-28.0167,153.4,Australia
Palermo,38.1157,13.3613,Italy
Cagayan de Oro,8.4833,124.65,Philippines
Gorakhpur,26.7611,83.3667,India
Pinghu,30.7005,121.0104,China
Guankou,30.9933,103.624,China
Tulsa,36.1284,-95.9042,United States
Yatou,37.1653,122.4867,China
Songyang,34.4161,113.0424,China
Cape Coral,26.6446,-81.9956,United States
Ch'ongjin,41.8,129.7831,"Korea, North"
Sao Jose dos Pinhais,-25.57,-49.18,Brazil
Puyang Chengguanzhen,35.7004,114.98,China
Qionghu,28.8417,112.3595,China
Yanshi Chengguanzhen,34.723,112.7796,China
Ribeirao Preto,-21.1783,-47.8067,Brazil
Dasmarinas,14.3294,120.9367,Philippines
Huambo,-12.7667,15.7333,Angola
Wenchang,31.054,116.9507,China
Shulan,44.4167,126.95,China
Catia La Mar,10.6,-67.0333,Venezuela
Bouake,7.6833,-5.0331,Côte D’Ivoire
As Sulaymaniyah,35.55,45.4333,Iraq
Hwasu-dong,37.2,126.7667,"Korea, South"
Jeonju,35.8219,127.1489,"Korea, South"
Durango,24.0167,-104.6667,Mexico
Shimoga,13.9304,75.56,India
Ansan,37.3236,126.8219,"Korea, South"
Bulawayo,-20.1667,28.5667,Zimbabwe
Xiping,25.6005,103.8166,China
Sanhe,39.9808,117.0701,China
Guntur,16.3,80.45,India
Dali,25.7003,100.1564,China
Concord,37.9722,-122.0016,United States
Tiruppur,11.1075,77.3398,India
Ch'onan,36.8064,127.1522,"Korea, South"
Zaragoza,41.6483,-0.883,Spain
Izhevsk,56.85,53.2167,Russia
Guixi,28.2861,117.2083,China
Honcho,35.6947,139.9825,Japan
Sorocaba,-23.5019,-47.4578,Brazil
Villahermosa,17.9892,-92.9281,Mexico
Petaling Jaya,3.1073,101.6067,Malaysia
Wuxue,29.8518,115.5539,China
Utrecht,52.1003,5.12,Netherlands
Kikwit,-5.0333,18.8167,Congo (Kinshasa)
Colorado Springs,38.8674,-104.7606,United States
Valenzuela,14.7,120.9833,Philippines
Gaobeidian,39.3257,115.8678,China
Qufu,35.6,116.9833,China
Ruiming,25.8833,116.0333,China
Wroclaw,51.1077,17.0353,Poland
Rasht,37.2833,49.6,Iran
Nantes,47.2181,-1.5528,France
Stuttgart,48.7761,9.1775,Germany
Al Hufuf,25.3608,49.5997,Saudi Arabia
Xinshi,31.0236,113.1079,China
Cochabamba,-17.3935,-66.157,Bolivia
Barnaul,53.3567,83.7872,Russia
Tripoli,34.4333,35.8333,Lebanon
Jin'e,29.3395,105.2868,China
Benghazi,32.1167,20.0667,Libya
Kryvyy Rih,47.9086,33.3433,Ukraine
Yanggok,37.6367,127.2142,"Korea, South"
Changping,40.2248,116.1944,China
Raurkela,22.2492,84.8828,India
Halwan,29.8419,31.3342,Egypt
Charleston,32.8153,-79.9628,United States
Chimalhuacan,19.4167,-98.9,Mexico
Xinxing,39.8734,124.1453,China
Suohe,34.7879,113.392,China
Mangalore,12.8703,74.8806,India
Zhuangyuan,37.3,120.8333,China
Ulyanovsk,54.3167,48.3667,Russia
Irkutsk,52.2833,104.3,Russia
Nanded,19.15,77.3333,India
Bacoor,14.4624,120.9645,Philippines
Pontianak,-0.0206,109.3414,Indonesia
Bazhou,39.1235,116.386,China
Springfield,42.1155,-72.5395,United States
Turpan,42.95,89.1822,China
Dusseldorf,51.2311,6.7724,Germany
Xingtai,37.0659,114.4753,China
Meihekou,42.5279,125.678,China
Jurong,31.9579,119.1595,China
Zhugang,28.1277,121.2288,China
Khabarovsk,48.4833,135.0667,Russia
Xinji,37.9423,115.2118,China
Hamhung,39.9167,127.5333,"Korea, North"
Serang,-6.12,106.1503,Indonesia
Buraydah,26.3333,43.9667,Saudi Arabia
Ta`izz,13.5789,44.0219,Yemen
Montpellier,43.6119,3.8772,France
San Miguel de Tucuman,-26.8167,-65.2167,Argentina
Yaroslavl,57.6167,39.85,Russia
Zhangshu,28.0667,115.5375,China
Grand Rapids,42.962,-85.6562,United States
Vladivostok,43.1167,131.9,Russia
Kuantan,3.8167,103.3333,Malaysia
Cuttack,20.45,85.8667,India
Jambi,-1.59,103.61,Indonesia
Zhuozhou,39.4887,115.9918,China
Uberlandia,-18.9189,-48.2769,Brazil
Gothenburg,57.6717,11.981,Sweden
Tianchang,32.6853,119.0041,China
Canoas,-29.92,-51.18,Brazil
Sargodha,32.0836,72.6711,Pakistan
Las Pinas City,14.45,120.9833,Philippines
Cimahi,-6.8833,107.5333,Indonesia
Kawaguchi,35.8078,139.7242,Japan
Tuxtla,16.7528,-93.1167,Mexico
Balikpapan,-1.1489,116.9031,Indonesia
Qamdo,31.1375,97.1777,China
Durban,-29.8583,31.025,South Africa
Kagoshima,31.58,130.5281,Japan
General Santos,6.1167,125.1667,Philippines
Chanda,19.95,79.3,India
Al Hillah,23.4895,46.7564,Saudi Arabia
Makhachkala,42.9833,47.4833,Russia
Mar del Plata,-38,-57.55,Argentina
Brampton,43.6833,-79.7667,Canada
Luocheng,30.9793,104.28,China
Mission Viejo,33.6095,-117.655,United States
Dortmund,51.5139,7.4653,Germany
Chuxiong,25.0461,101.5436,China
Makati City,14.55,121.0333,Philippines
Albany,42.6664,-73.7987,United States
Shah Alam,3.0833,101.5333,Malaysia
Knoxville,35.9692,-83.9496,United States
Essen,51.4508,7.0131,Germany
Cuiaba,-15.5958,-56.0969,Brazil
Shangzhi,45.2116,127.962,China
Botou,38.06,116.56,China
Bucaramanga,7.1186,-73.1161,Colombia
Anyang,37.3925,126.9269,"Korea, South"
Genoa,44.4072,8.934,Italy
Kuiju,36.8528,119.3904,China
Tlaquepaque,20.6167,-103.3167,Mexico
Hachioji,35.6667,139.3167,Japan
Dehra Dun,30.318,78.029,India
At Ta'if,21.2667,40.4167,Saudi Arabia
San Jose del Monte,14.8139,121.0453,Philippines
Bakersfield,35.3529,-119.0359,United States
Ogden,41.2278,-111.9682,United States
Xiulin,29.7211,112.4037,China
Fu'an,27.1,119.6333,China
Malaga,36.7167,-4.4167,Spain
Tomsk,56.4886,84.9522,Russia
Kerman,30.2833,57.0667,Iran
Kingston upon Hull,53.7444,-0.3325,United Kingdom
Al Mahallah al Kubra,30.9667,31.1667,Egypt
Luofeng,37.359,120.396,China
Lingyuan,41.2407,119.3957,China
Baton Rouge,30.4418,-91.131,United States
Pereira,4.8104,-75.68,Colombia
Ciudad Bolivar,8.1167,-63.55,Venezuela
Durgapur,23.55,87.32,India
Orenburg,51.7667,55.1,Russia
Shenzhou,38.0005,115.5541,China
Asansol,23.6833,86.9667,India
Bacolod,10.6765,122.9509,Philippines
Akron,41.0798,-81.5219,United States
New Haven,41.3112,-72.9246,United States
Zhenzhou,32.2739,119.1619,China
Surakarta,-7.5667,110.8167,Indonesia
Tlajomulco de Zuniga,20.4736,-103.4431,Mexico
Jieshou,33.2605,115.3618,China
Lanxi,29.2167,119.4722,China
Zahedan,29.4833,60.8667,Iran
Dangyang,30.8258,111.791,China
Columbia,34.0376,-80.9037,United States
Kemerovo,55.3333,86.0667,Russia
Dresden,51.0493,13.7384,Germany
Uyo,5.008,7.85,Nigeria
Bhavnagar,21.765,72.1369,India
Luanzhou,39.7396,118.6978,China
Veracruz,19.1903,-96.1533,Mexico
Novokuznetsk,53.75,87.1167,Russia
Nellore,14.4333,79.9667,India
Chiclayo,-6.763,-79.8366,Peru
Al Hudaydah,14.8022,42.9511,Yemen
Eslamshahr,35.5333,51.2,Iran
Cabinda,-5.55,12.2,Angola
Amravati,20.9333,77.75,India
Korla,41.7646,86.1527,China
Huanghua,38.371,117.3329,China
Xingcheng,40.6189,120.7205,China
Wancheng,18.8,110.4,China
Kaiyuan,42.538,124.0371,China
Leipzig,51.35,12.3833,Germany
Fengcheng,40.4543,124.0646,China
Ajmer,26.468,74.639,India
Sihui,23.3448,112.6956,China
Tinnevelly,8.7289,77.7081,India
Fuding,27.2,120.2,China
Maturin,9.7457,-63.1832,Venezuela
An Nasiriyah,31.0539,46.2503,Iraq
Al Hillah,32.4833,44.4333,Iraq
Ibague,4.4378,-75.2006,Colombia
Hannover,52.3744,9.7386,Germany
Poznan,52.4,16.9167,Poland
Ryazan,54.6167,39.7167,Russia
Panshi,42.9392,126.0561,China
Kassala,15.45,36.4,Sudan
Chang'an,29.4761,113.448,China
Wencheng,19.6167,110.75,China
Shashi,30.32,112.23,China
Aksu,41.1664,80.25,China
Salta,-24.7883,-65.4106,Argentina
Kimhae,35.2342,128.8811,"Korea, South"
Astrakhan,46.3333,48.0167,Russia
Mingguang,32.7816,117.9899,China
Naberezhnyye Chelny,55.7,52.3333,Russia
Antwerp,51.2211,4.3997,Belgium
Bikaner,28.0181,73.3169,India
Agartala,23.8333,91.2667,India
Xalapa,19.54,-96.9275,Mexico
Ndola,-12.9683,28.6337,Zambia
Hamadan,34.8065,48.5162,Iran
Villavicencio,4.1425,-73.6294,Colombia
Ailan Mubage,43.9167,81.3167,China
Ensenada,31.8578,-116.6058,Mexico
Lyon,45.76,4.84,France
Bac Ninh,21.1861,106.0763,Vietnam
Ciudad Apodaca,25.7833,-100.1833,Mexico
Santa Teresa del Tuy,10.2333,-66.65,Venezuela
Londrina,-23.3,-51.18,Brazil
Penza,53.2,45,Russia
Heroica Matamoros,25.8797,-97.5042,Mexico
Port Said,31.25,32.2833,Egypt
New Mirpur,33.1333,73.75,Pakistan
Yucheng,36.9329,116.6403,China
Bello,6.33,-75.57,Colombia
Meknes,33.8833,-5.55,Morocco
Nuremberg,49.4528,11.0778,Germany
Pohang,36.0322,129.365,"Korea, South"
Utsunomiya,36.55,139.8833,Japan
Anda,46.4078,125.3252,China
Jinghong,22.0057,100.7948,China
Liaoyuan,42.8976,125.1381,China
Mesa,33.4017,-111.718,United States
Surrey,49.19,-122.8489,Canada
Cuautitlan Izcalli,19.65,-99.25,Mexico
Ujjain,23.1828,75.7772,India
Santa Marta,11.2361,-74.2017,Colombia
Beining,41.5933,121.7932,China
Hai Duong,20.9411,106.3331,Vietnam
Carrefour,18.5333,-72.4,Haiti
Homyel',52.4417,30.9833,Belarus
Leicester,52.6333,-1.1333,United Kingdom
Yanji,42.9044,129.5067,China
Benguela,-12.55,13.4167,Angola
Yicheng,31.7117,112.2551,China
Tabuk,28.3972,36.5789,Saudi Arabia
Lipetsk,52.6167,39.6,Russia
Ulhasnagar,19.2167,73.15,India
Matsuyama,33.8333,132.7667,Japan
Muntinlupa City,14.3833,121.05,Philippines
Kashgar,39.45,75.9833,China
Linghai,41.1676,121.3558,China
Aden,12.8,45.0333,Yemen
Jhansi,25.4486,78.5696,India
Kitwe,-12.8208,28.2119,Zambia
Aba,5.1167,7.3667,Nigeria
Palm Bay,27.955,-80.6627,United States
Pingtung,22.6761,120.4942,Taiwan
Samarkand,39.6542,66.9597,Uzbekistan
Davangere,14.4667,75.9167,India
Jammu,32.7333,74.85,India
Mazatlan,23.22,-106.42,Mexico
Ile-Ife,7.4667,4.5667,Nigeria
Kirov,58.6,49.65,Russia
Madinat as Sadis min Uktubar,29.9361,30.9269,Egypt
Qaraghandy,49.8,73.1167,Kazakhstan
Mazatan,29.0167,-110.1333,Mexico
Provo,40.2457,-111.6457,United States
Meicheng,30.6412,116.5689,China
